"","zip","city","state","latitude","longitude","median","mean","population"
"13627","32229","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13628","32230","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13629","32231","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13630","32232","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13631","32233","Atlantic Beach","FL",30.343407,-81.40949,NA,NA,NA
"13632","32234","Jacksonville","FL",30.226463,-81.98364,NA,NA,NA
"13633","32235","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13634","32236","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13635","32237","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13636","32238","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13637","32239","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13638","32240","Jacksonville Beach","FL",30.34494,-81.683107,NA,NA,NA
"13639","32241","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13640","32244","Jacksonville","FL",30.222489,-81.74894,NA,NA,NA
"13641","32245","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13642","32246","Jacksonville","FL",30.296911,-81.52228,NA,NA,NA
"13643","32247","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13644","32250","Jacksonville Beach","FL",30.284641,-81.39844,NA,NA,NA
"13645","32254","Jacksonville","FL",30.336038,-81.72509,NA,NA,NA
"13646","32255","Jacksonville","FL",30.287041,-81.389305,NA,NA,NA
"13647","32256","Jacksonville","FL",30.206922,-81.54604,NA,NA,NA
"13648","32257","Jacksonville","FL",30.192434,-81.60597,NA,NA,NA
"13649","32258","Jacksonville","FL",30.148209,-81.56882,NA,NA,NA
"13650","32259","Jacksonville","FL",30.092346,-81.60274,NA,NA,NA
"13651","32260","Jacksonville","FL",29.937673,-81.420603,NA,NA,NA
"13652","32266","Neptune Beach","FL",30.316641,-81.40308,NA,NA,NA
"13653","32267","Jacksonville","FL",30.34494,-81.683107,NA,NA,NA
"13654","32276","Jacksonville","FL",30.325739,-81.659017,NA,NA,NA
"13655","32277","Jacksonville","FL",30.364339,-81.59087,NA,NA,NA
"13656","32290","Jacksonville","FL",30.33,-81.65,NA,NA,NA
"13657","32301","Tallahassee","FL",30.431283,-84.26903,NA,NA,NA
"13658","32302","Tallahassee","FL",30.479347,-84.346204,NA,NA,NA
"13659","32303","Tallahassee","FL",30.486061,-84.31528,NA,NA,NA
"13660","32304","Tallahassee","FL",30.446766,-84.32394,NA,NA,NA
"13661","32305","Wakulla Springs","FL",30.130775,-84.406629,NA,NA,NA
"13662","32306","Tallahassee","FL",30.442499,-84.29855,NA,NA,NA
"13663","32307","Tallahassee","FL",30.42565,-84.287749,NA,NA,NA
"13664","32308","Tallahassee","FL",30.531677,-84.16049,NA,NA,NA
"13665","32309","Miccosukee Cpo","FL",30.514599,-84.188446,NA,NA,NA
"13666","32310","Tallahassee","FL",30.400318,-84.34803,NA,NA,NA
"13667","32311","Tallahassee","FL",30.403146,-84.18841,NA,NA,NA
"13668","32312","Tallahassee","FL",30.554434,-84.25979,NA,NA,NA
"13669","32313","Tallahassee","FL",30.479347,-84.346204,NA,NA,NA
"13670","32314","Tallahassee","FL",30.479347,-84.346204,NA,NA,NA
"13671","32315","Tallahassee","FL",30.479347,-84.346204,NA,NA,NA
"13672","32316","Tallahassee","FL",30.479347,-84.346204,NA,NA,NA
"13673","32317","Tallahassee","FL",30.479347,-84.346204,NA,NA,NA
"13674","32318","Tallahassee","FL",30.56,-84.18,NA,NA,NA
"13675","32320","Apalachicola","FL",29.71877,-85.02704,NA,NA,NA
"13676","32321","Bristol","FL",30.36007,-84.97668,NA,NA,NA
"13677","32322","Carrabelle","FL",29.912584,-84.6407,NA,NA,NA
"13678","32323","Lanark Village","FL",29.879559,-84.60134,NA,NA,NA
"13679","32324","Chattahoochee","FL",30.687983,-84.8218,NA,NA,NA
"13680","32326","Crawfordville","FL",30.183372,-84.34906,NA,NA,NA
"13681","32327","Crawfordville","FL",30.194939,-84.35533,NA,NA,NA
"13682","32328","Eastpoint","FL",29.825252,-84.89247,NA,NA,NA
"13683","32329","Apalachicola","FL",29.745526,-85.023947,NA,NA,NA
"13684","32330","Greensboro","FL",30.571364,-84.74346,NA,NA,NA
"13685","32331","Greenville","FL",30.442203,-83.65112,NA,NA,NA
"13686","32332","Gretna","FL",30.616479,-84.66292,NA,NA,NA
"13687","32333","Havana","FL",30.607352,-84.41376,NA,NA,NA
"13688","32334","Hosford","FL",30.381958,-84.77767,NA,NA,NA
"13689","32335","Sumatra","FL",30.060351,-85.04477,NA,NA,NA
"13690","32336","Lamont","FL",30.416739,-83.8239,NA,NA,NA
"13691","32337","Lloyd","FL",30.478502,-84.02083,NA,NA,NA
"13692","32340","Madison","FL",30.476181,-83.40303,NA,NA,NA
"13693","32341","Madison","FL",30.47756,-83.391393,NA,NA,NA
"13694","32342","Midway","FL",30.496047,-84.483258,NA,NA,NA
"13695","32343","Midway","FL",30.494878,-84.46259,NA,NA,NA
"13696","32344","Monticello","FL",30.530854,-83.88017,NA,NA,NA
"13697","32345","Monticello","FL",30.342161,-83.840177,NA,NA,NA
"13698","32346","Panacea","FL",29.983931,-84.38798,NA,NA,NA
"13699","32347","Perry","FL",30.080602,-83.58119,NA,NA,NA
"13700","32348","Perry","FL",29.966454,-83.659371,NA,NA,NA
"13701","32349","Perry","FL",30.100578,-83.578106,NA,NA,NA
"13702","32350","Pinetta","FL",30.594145,-83.32545,NA,NA,NA
"13703","32351","Quincy","FL",30.573563,-84.6147,NA,NA,NA
"13704","32352","Mount Pleasant","FL",30.665715,-84.75363,NA,NA,NA
"13705","32353","Quincy","FL",30.549676,-84.606864,NA,NA,NA
"13706","32355","Saint Marks","FL",30.162414,-84.20923,NA,NA,NA
"13707","32356","Salem","FL",29.900822,-83.42088,NA,NA,NA
"13708","32357","Shady Grove","FL",30.28163,-83.63082,NA,NA,NA
"13709","32358","Sopchoppy","FL",30.029899,-84.50595,NA,NA,NA
"13710","32359","Steinhatchee","FL",29.673459,-83.38416,NA,NA,NA
"13711","32360","Telogia","FL",30.184365,-84.88355,NA,NA,NA
"13712","32361","Wacissa","FL",30.357761,-83.98882,NA,NA,NA
"13713","32362","Woodville","FL",30.319263,-84.267397,NA,NA,NA
"13714","32395","Tallahassee","FL",30.479347,-84.346204,NA,NA,NA
"13715","32399","Tallahassee","FL",30.420146,-84.23331,NA,NA,NA
"13716","32401","Panama City","FL",30.161901,-85.65297,NA,NA,NA
"13717","32402","Panama City","FL",30.234451,-85.692035,NA,NA,NA
"13718","32403","Panama City","FL",30.068188,-85.60975,NA,NA,NA
"13719","32404","Panama City","FL",30.188585,-85.56392,NA,NA,NA
"13720","32405","Panama City","FL",30.195424,-85.66458,NA,NA,NA
"13721","32406","Panama City","FL",30.234451,-85.692035,NA,NA,NA
"13722","32407","Panama City Beach","FL",30.196771,-85.81279,NA,NA,NA
"13723","32408","Panama City","FL",30.154621,-85.76367,NA,NA,NA
"13724","32409","Panama City","FL",30.330553,-85.65413,NA,NA,NA
"13725","32410","Mexico Beach","FL",29.945008,-85.41461,NA,NA,NA
"13726","32411","Panama City","FL",30.234451,-85.692035,NA,NA,NA
"13727","32412","Panama City","FL",30.234451,-85.692035,NA,NA,NA
"13728","32413","Panama City Beach","FL",30.252616,-85.90413,NA,NA,NA
"13729","32417","Panama City","FL",30.243832,-85.916988,NA,NA,NA
"13730","32420","Alford","FL",30.641154,-85.37542,NA,NA,NA
"13731","32421","Altha","FL",30.5403,-85.18229,NA,NA,NA
"13732","32422","Argyle","FL",30.716494,-86.03889,NA,NA,NA
"13733","32423","Bascom","FL",30.959504,-85.05644,NA,NA,NA
"13734","32424","Blountstown","FL",30.42007,-85.07299,NA,NA,NA
"13735","32425","Bonifay","FL",30.838337,-85.67495,NA,NA,NA
"13736","32426","Campbellton","FL",30.955359,-85.38288,NA,NA,NA
"13737","32427","Caryville","FL",30.821603,-85.806,NA,NA,NA
"13738","32428","Chipley","FL",30.636228,-85.5775,NA,NA,NA
"13739","32430","Clarksville","FL",30.438819,-85.24381,NA,NA,NA
"13740","32431","Cottondale","FL",30.779196,-85.39371,NA,NA,NA
"13741","32432","Cypress","FL",30.713868,-85.0779,NA,NA,NA
"13742","32433","Defuniak Springs","FL",30.747244,-86.14665,NA,NA,NA
"13743","32434","Mossy Head","FL",30.762486,-86.342683,NA,NA,NA
"13744","32435","Defuniak Springs","FL",30.603777,-86.12111,NA,NA,NA
"13745","32436","Wewahitchka","FL",30.110171,-85.198431,NA,NA,NA
"13746","32437","Ebro","FL",30.443152,-85.88079,NA,NA,NA
"13747","32438","Fountain","FL",30.488955,-85.41673,NA,NA,NA
"13748","32439","Freeport","FL",30.482838,-86.1675,NA,NA,NA
"13749","32440","Graceville","FL",30.935306,-85.52171,NA,NA,NA
"13750","32442","Grand Ridge","FL",30.698517,-85.01619,NA,NA,NA
"13751","32443","Greenwood","FL",30.860528,-85.11142,NA,NA,NA
"13752","32444","Lynn Haven","FL",30.239849,-85.64577,NA,NA,NA
"13753","32445","Malone","FL",30.961401,-85.16919,NA,NA,NA
"13754","32446","Marianna","FL",30.804698,-85.2206,NA,NA,NA
"13755","32447","Marianna","FL",30.759353,-85.25712,NA,NA,NA
"13756","32448","Marianna","FL",30.675635,-85.23283,NA,NA,NA
"13757","32449","Kinard","FL",30.283088,-85.21892,NA,NA,NA
"13758","32452","Noma","FL",30.849972,-85.768022,NA,NA,NA
"13759","32454","Point Washington","FL",30.603777,-86.12111,NA,NA,NA
"13760","32455","Ponce De Leon","FL",30.657214,-85.96035,NA,NA,NA
"13761","32456","Port Saint Joe","FL",29.846517,-85.32792,NA,NA,NA
"13762","32457","Port Saint Joe","FL",29.902484,-85.242169,NA,NA,NA
"13763","32459","Santa Rosa Beach","FL",30.361248,-86.18759,NA,NA,NA
"13764","32460","Sneads","FL",30.735645,-84.94563,NA,NA,NA
"13765","32461","Sunnyside","FL",30.252531,-85.942389,NA,NA,NA
"13766","32462","Vernon","FL",30.563809,-85.82357,NA,NA,NA
"13767","32463","Wausau","FL",30.631345,-85.58981,NA,NA,NA
"13768","32464","Westville","FL",30.892936,-85.93988,NA,NA,NA
"13769","32465","Wewahitchka","FL",30.045471,-85.22822,NA,NA,NA
"13770","32466","Youngstown","FL",30.373845,-85.52891,NA,NA,NA
"13771","32476","Lake Mary","FL",28.773699,-81.344414,NA,NA,NA
"13772","32478","Chipley","FL",30.778182,-85.53832,NA,NA,NA
"13773","32501","Pensacola","FL",30.420997,-87.22305,NA,NA,NA
"13774","32502","Pensacola","FL",30.474288,-87.225691,NA,NA,NA
"13775","32503","Pensacola","FL",30.447997,-87.20727,NA,NA,NA
"13776","32504","Pensacola","FL",30.48787,-87.18937,NA,NA,NA
"13777","32505","Pensacola","FL",30.441994,-87.25472,NA,NA,NA
"13778","32506","Pensacola","FL",30.408807,-87.31919,NA,NA,NA
"13779","32507","Pensacola","FL",30.360887,-87.33451,NA,NA,NA
"13780","32508","Pensacola","FL",30.355477,-87.29035,NA,NA,NA
"13781","32509","Pensacola","FL",30.464324,-87.340262,NA,NA,NA
"13782","32511","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13783","32512","Pensacola","FL",30.394327,-87.299129,NA,NA,NA
"13784","32513","Pensacola","FL",30.557064,-87.259592,NA,NA,NA
"13785","32514","Pensacola","FL",30.527195,-87.21485,NA,NA,NA
"13786","32516","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13787","32520","Pensacola","FL",30.412377,-87.203543,NA,NA,NA
"13788","32521","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13789","32522","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13790","32523","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13791","32524","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13792","32526","Pensacola","FL",30.479002,-87.31996,NA,NA,NA
"13793","32530","Bagdad","FL",30.598564,-87.031496,NA,NA,NA
"13794","32531","Baker","FL",30.8752,-86.68607,NA,NA,NA
"13795","32533","Cantonment","FL",30.600993,-87.31979,NA,NA,NA
"13796","32534","Pensacola","FL",30.526345,-87.27734,NA,NA,NA
"13797","32535","Century","FL",30.969066,-87.30604,NA,NA,NA
"13798","32536","Crestview","FL",30.760184,-86.58533,NA,NA,NA
"13799","32537","Milligan","FL",30.741965,-86.655208,NA,NA,NA
"13800","32538","Paxton","FL",30.970853,-86.311093,NA,NA,NA
"13801","32539","Crestview","FL",30.757479,-86.51088,NA,NA,NA
"13802","32540","Destin","FL",30.661155,-86.594479,NA,NA,NA
"13803","32541","Destin","FL",30.391795,-86.4338,NA,NA,NA
"13804","32542","Eglin AFB","FL",30.457156,-86.55081,NA,NA,NA
"13805","32544","Hurlburt Field","FL",30.464755,-86.64643,NA,NA,NA
"13806","32546","Myrtle Grove","FL",30.409264,-87.292755,NA,NA,NA
"13807","32547","Fort Walton Beach","FL",30.447248,-86.62113,NA,NA,NA
"13808","32548","Fort Walton Beach","FL",30.414932,-86.61992,NA,NA,NA
"13809","32549","Fort Walton Beach","FL",30.661155,-86.594479,NA,NA,NA
"13810","32550","Miramar Beach","FL",30.381934,-86.359508,NA,NA,NA
"13811","32559","Pensacola","FL",30.356287,-87.277307,NA,NA,NA
"13812","32560","Gonzalez","FL",30.581825,-87.292918,NA,NA,NA
"13813","32561","Gulf Breeze","FL",30.375469,-87.09013,NA,NA,NA
"13814","32562","Gulf Breeze","FL",30.659159,-87.04972,NA,NA,NA
"13815","32563","Harold","FL",30.659159,-87.04972,NA,NA,NA
"13816","32564","Holt","FL",30.717437,-86.77075,NA,NA,NA
"13817","32565","Jay","FL",30.902015,-87.13267,NA,NA,NA
"13818","32566","Gulf Breeze","FL",30.435069,-86.89025,NA,NA,NA
"13819","32567","Laurel Hill","FL",30.945123,-86.43749,NA,NA,NA
"13820","32568","McDavid","FL",30.878449,-87.47861,NA,NA,NA
"13821","32569","Mary Esther","FL",30.409902,-86.71497,NA,NA,NA
"13822","32570","Milton","FL",30.70969,-87.01098,NA,NA,NA
"13823","32571","Milton","FL",30.627637,-87.16724,NA,NA,NA
"13824","32572","Milton","FL",30.659159,-87.04972,NA,NA,NA
"13825","32573","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13826","32574","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13827","32575","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13828","32576","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13829","32577","Molino","FL",30.743945,-87.34872,NA,NA,NA
"13830","32578","Niceville","FL",30.500901,-86.45335,NA,NA,NA
"13831","32579","Shalimar","FL",30.444975,-86.57331,NA,NA,NA
"13832","32580","Valparaiso","FL",30.507047,-86.49702,NA,NA,NA
"13833","32581","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13834","32582","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13835","32583","Milton","FL",30.58149,-87.00178,NA,NA,NA
"13836","32588","Niceville","FL",30.661155,-86.594479,NA,NA,NA
"13837","32589","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13838","32590","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13839","32591","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13840","32592","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13841","32593","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13842","32594","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13843","32595","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13844","32596","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13845","32597","Pensacola","FL",30.529739,-87.275693,NA,NA,NA
"13846","32598","Pensacola","FL",30.61428,-87.275772,NA,NA,NA
"13847","32601","Gainesville","FL",29.653195,-82.3244,NA,NA,NA
"13848","32602","Gainesville","FL",29.629887,-82.396567,NA,NA,NA
"13849","32603","Gainesville","FL",29.653145,-82.3469,NA,NA,NA
"13850","32604","Gainesville","FL",29.573293,-82.397904,NA,NA,NA
"13851","32605","Gainesville","FL",29.676006,-82.36889,NA,NA,NA
"13852","32606","Gainesville","FL",29.681426,-82.41502,NA,NA,NA
"13853","32607","Gainesville","FL",29.646189,-82.39658,NA,NA,NA
"13854","32608","Gainesville","FL",29.611545,-82.3941,NA,NA,NA
"13855","32609","Gainesville","FL",29.713911,-82.29591,NA,NA,NA
"13856","32610","Gainesville","FL",29.681312,-82.353862,NA,NA,NA
"13857","32611","Gainesville","FL",29.681312,-82.353862,NA,NA,NA
"13858","32612","Gainesville","FL",29.681312,-82.353862,NA,NA,NA
"13859","32613","Gainesville","FL",29.681312,-82.353862,NA,NA,NA
"13860","32614","Gainesville","FL",29.681312,-82.353862,NA,NA,NA
"13861","32615","Alachua","FL",29.801949,-82.48872,NA,NA,NA
"13862","32616","Alachua","FL",29.790674,-82.49351,NA,NA,NA
"13863","32617","Anthony","FL",29.315961,-82.10092,NA,NA,NA
"13864","32618","Archer","FL",29.517277,-82.54518,NA,NA,NA
"13865","32619","Bell","FL",29.764553,-82.87062,NA,NA,NA
"13866","32621","Bronson","FL",29.447069,-82.60452,NA,NA,NA
"13867","32622","Brooker","FL",29.896156,-82.30358,NA,NA,NA
"13868","32625","Cedar Key","FL",29.178171,-83.02243,NA,NA,NA
"13869","32626","Chiefland","FL",29.453178,-82.86837,NA,NA,NA
"13870","32627","Gainesville","FL",29.681312,-82.353862,NA,NA,NA
"13871","32628","Cross City","FL",29.630964,-83.1148,NA,NA,NA
"13872","32631","Earleton","FL",29.730413,-82.097095,NA,NA,NA
"13873","32633","Evinston","FL",29.681312,-82.353862,NA,NA,NA
"13874","32634","Fairfield","FL",29.35089,-82.27648,NA,NA,NA
"13875","32635","Gainesville","FL",29.681312,-82.353862,NA,NA,NA
"13876","32638","Trenton","FL",29.622568,-82.808642,NA,NA,NA
"13877","32639","Gulf Hammock","FL",29.231843,-82.72965,NA,NA,NA
"13878","32640","Hawthorne","FL",29.601599,-82.0309,NA,NA,NA
"13879","32641","Gainesville","FL",29.648594,-82.28621,NA,NA,NA
"13880","32643","High Springs","FL",29.823616,-82.60407,NA,NA,NA
"13881","32644","Chiefland","FL",29.460221,-82.855334,NA,NA,NA
"13882","32648","Horseshoe Beach","FL",29.458513,-83.27604,NA,NA,NA
"13883","32653","Gainesville","FL",29.735832,-82.39008,NA,NA,NA
"13884","32654","Island Grove","FL",29.459973,-82.10819,NA,NA,NA
"13885","32655","High Springs","FL",29.817457,-82.60064,NA,NA,NA
"13886","32656","Keystone Heights","FL",29.788679,-82.00421,NA,NA,NA
"13887","32658","La Crosse","FL",29.845122,-82.39845,NA,NA,NA
"13888","32662","Lochloosa","FL",29.514298,-82.09829,NA,NA,NA
"13889","32663","Lowell","FL",29.342404,-82.212649,NA,NA,NA
"13890","32664","McIntosh","FL",29.450353,-82.22069,NA,NA,NA
"13891","32666","Melrose","FL",29.733375,-82.01048,NA,NA,NA
"13892","32667","Micanopy","FL",29.502067,-82.27775,NA,NA,NA
"13893","32668","Morriston","FL",29.282158,-82.51776,NA,NA,NA
"13894","32669","Newberry","FL",29.640613,-82.59446,NA,NA,NA
"13895","32680","Old Town","FL",29.643244,-82.99026,NA,NA,NA
"13896","32681","Orange Lake","FL",29.425291,-82.2158,NA,NA,NA
"13897","32683","Otter Creek","FL",29.319173,-82.77965,NA,NA,NA
"13898","32686","Reddick","FL",29.364039,-82.23483,NA,NA,NA
"13899","32692","Suwannee","FL",29.330426,-83.14401,NA,NA,NA
"13900","32693","Trenton","FL",29.598935,-82.82752,NA,NA,NA
"13901","32694","Waldo","FL",29.789597,-82.1621,NA,NA,NA
"13902","32696","Williston","FL",29.369207,-82.49831,NA,NA,NA
"13903","32697","Worthington Springs","FL",29.931204,-82.42643,NA,NA,NA
"13904","32699","Newberry","FL",29.636632,-82.611304,NA,NA,NA
"13905","32701","Altamonte Springs","FL",28.666249,-81.36796,NA,NA,NA
"13906","32702","Altoona","FL",29.046215,-81.64043,NA,NA,NA
"13907","32703","Apopka","FL",28.658395,-81.50319,NA,NA,NA
"13908","32704","Apopka","FL",28.566338,-81.260818,NA,NA,NA
"13909","32706","Cassadaga","FL",28.965591,-81.23654,NA,NA,NA
"13910","32707","Casselberry","FL",28.665125,-81.31772,NA,NA,NA
"13911","32708","Winter Springs","FL",28.683408,-81.28151,NA,NA,NA
"13912","32709","Christmas","FL",28.513011,-80.99418,NA,NA,NA
"13913","32710","Clarcona","FL",28.566338,-81.260818,NA,NA,NA
"13914","32712","Apopka","FL",28.713173,-81.52359,NA,NA,NA
"13915","32713","Debary","FL",28.888595,-81.31212,NA,NA,NA
"13916","32714","Altamonte Springs","FL",28.663913,-81.41112,NA,NA,NA
"13917","32715","Altamonte Springs","FL",28.744752,-81.22328,NA,NA,NA
"13918","32716","Altamonte Springs","FL",28.744752,-81.22328,NA,NA,NA
"13919","32718","Casselberry","FL",28.744752,-81.22328,NA,NA,NA
"13920","32719","Winter Springs","FL",28.744752,-81.22328,NA,NA,NA
"13921","32720","Deland","FL",29.021782,-81.33352,NA,NA,NA
"13922","32721","Deland","FL",28.997288,-81.299521,NA,NA,NA
"13923","32722","Glenwood","FL",29.022729,-81.172169,NA,NA,NA
"13924","32723","Deland","FL",29.03,-81.3,NA,NA,NA
"13925","32724","Deland","FL",29.039757,-81.27927,NA,NA,NA
"13926","32725","Deltona","FL",28.902426,-81.24515,NA,NA,NA
"13927","32726","Eustis","FL",28.850617,-81.68034,NA,NA,NA
"13928","32727","Eustis","FL",28.855517,-81.674147,NA,NA,NA
"13929","32728","Deltona","FL",29.022729,-81.172169,NA,NA,NA
"13930","32730","Casselberry","FL",28.653875,-81.34387,NA,NA,NA
"13931","32732","Geneva","FL",28.746588,-81.10985,NA,NA,NA
"13932","32733","Goldenrod","FL",28.613308,-81.258108,NA,NA,NA
"13933","32735","Grand Island","FL",28.893559,-81.74343,NA,NA,NA
"13934","32736","Eustis","FL",28.895482,-81.5228,NA,NA,NA
"13935","32738","Deltona","FL",28.910383,-81.18764,NA,NA,NA
"13936","32739","Deltona","FL",29.022729,-81.172169,NA,NA,NA
"13937","32744","Lake Helen","FL",28.985274,-81.23495,NA,NA,NA
"13938","32745","Heathrow","FL",28.77368,-81.390498,NA,NA,NA
"13939","32746","Lake Mary","FL",28.758133,-81.33992,NA,NA,NA
"13940","32747","Lake Monroe","FL",28.827219,-81.332888,NA,NA,NA
"13941","32750","Longwood","FL",28.703674,-81.35384,NA,NA,NA
"13942","32751","Maitland","FL",28.628359,-81.35942,NA,NA,NA
"13943","32752","Longwood","FL",28.744752,-81.22328,NA,NA,NA
"13944","32753","Debary","FL",28.88,-81.31,NA,NA,NA
"13945","32754","Mims","FL",28.707648,-80.89049,NA,NA,NA
"13946","32756","Mount Dora","FL",28.811078,-81.653642,NA,NA,NA
"13947","32757","Mount Dora","FL",28.786272,-81.64475,NA,NA,NA
"13948","32759","Oak Hill","FL",28.868986,-80.85374,NA,NA,NA
"13949","32762","Oviedo","FL",28.744752,-81.22328,NA,NA,NA
"13950","32763","Orange City","FL",28.945857,-81.30512,NA,NA,NA
"13951","32764","Osteen","FL",28.834172,-81.0948,NA,NA,NA
"13952","32765","Oviedo","FL",28.656375,-81.21026,NA,NA,NA
"13953","32766","Oviedo","FL",28.639275,-81.11906,NA,NA,NA
"13954","32767","Paisley","FL",29.008612,-81.50174,NA,NA,NA
"13955","32768","Plymouth","FL",28.698542,-81.569764,NA,NA,NA
"13956","32769","Oak Hill","FL",28.858941,-80.856373,NA,NA,NA
"13957","32771","Sanford","FL",28.803979,-81.28761,NA,NA,NA
"13958","32772","Sanford","FL",28.80722,-81.250236,NA,NA,NA
"13959","32773","Sanford","FL",28.769173,-81.27631,NA,NA,NA
"13960","32774","Orange City","FL",29.022729,-81.172169,NA,NA,NA
"13961","32775","Scottsmoor","FL",28.76507,-80.87315,NA,NA,NA
"13962","32776","Sorrento","FL",28.804039,-81.53689,NA,NA,NA
"13963","32777","Tangerine","FL",28.566338,-81.260818,NA,NA,NA
"13964","32778","Tavares","FL",28.799017,-81.73184,NA,NA,NA
"13965","32779","Longwood","FL",28.704874,-81.41711,NA,NA,NA
"13966","32780","Titusville","FL",28.564077,-80.81695,NA,NA,NA
"13967","32781","Titusville","FL",28.306726,-80.686159,NA,NA,NA
"13968","32782","Titusville","FL",28.306726,-80.686159,NA,NA,NA
"13969","32783","Titusville","FL",28.306726,-80.686159,NA,NA,NA
"13970","32784","Umatilla","FL",28.948549,-81.70621,NA,NA,NA
"13971","32789","Winter Park","FL",28.598677,-81.35594,NA,NA,NA
"13972","32790","Winter Park","FL",28.566338,-81.260818,NA,NA,NA
"13973","32791","Longwood","FL",28.744752,-81.22328,NA,NA,NA
"13974","32792","Winter Park","FL",28.607077,-81.30606,NA,NA,NA
"13975","32793","Winter Park","FL",28.566338,-81.260818,NA,NA,NA
"13976","32794","Maitland","FL",28.566338,-81.260818,NA,NA,NA
"13977","32795","Lake Mary","FL",28.744752,-81.22328,NA,NA,NA
"13978","32796","Titusville","FL",28.623371,-80.84123,NA,NA,NA
"13979","32798","Zellwood","FL",28.716923,-81.5754,NA,NA,NA
"13980","32799","Mid Florida","FL",28.744752,-81.22328,NA,NA,NA
"13981","32801","Orlando","FL",28.541879,-81.37446,NA,NA,NA
"13982","32802","Orlando","FL",28.519024,-81.343903,NA,NA,NA
"13983","32803","Orlando","FL",28.557579,-81.35244,NA,NA,NA
"13984","32804","Orlando","FL",28.577723,-81.3931,NA,NA,NA
"13985","32805","Orlando","FL",28.53028,-81.40089,NA,NA,NA
"13986","32806","Orlando","FL",28.51483,-81.36054,NA,NA,NA
"13987","32807","Orlando","FL",28.546897,-81.30774,NA,NA,NA
"13988","32808","Orlando","FL",28.576028,-81.44369,NA,NA,NA
"13989","32809","Orlando","FL",28.463482,-81.38814,NA,NA,NA
"13990","32810","Orlando","FL",28.619445,-81.42695,NA,NA,NA
"13991","32811","Orlando","FL",28.52493,-81.43994,NA,NA,NA
"13992","32812","Orlando","FL",28.493531,-81.32609,NA,NA,NA
"13993","32813","Orlando","FL",28.567928,-81.325842,NA,NA,NA
"13994","32814","Orlando","FL",28.566338,-81.260818,NA,NA,NA
"13995","32815","Orlando","FL",28.306726,-80.686159,NA,NA,NA
"13996","32816","Orlando","FL",28.566338,-81.260818,NA,NA,NA
"13997","32817","Orlando","FL",28.591692,-81.24717,NA,NA,NA
"13998","32818","Orlando","FL",28.583103,-81.48608,NA,NA,NA
"13999","32819","Orlando","FL",28.463509,-81.47514,NA,NA,NA
"14000","32820","Orlando","FL",28.561242,-81.10735,NA,NA,NA
"14001","32821","Orlando","FL",28.391608,-81.47345,NA,NA,NA
"14002","32822","Orlando","FL",28.494931,-81.28949,NA,NA,NA
"14003","32824","Orlando","FL",28.410872,-81.35898,NA,NA,NA
"14004","32825","Orlando","FL",28.543248,-81.2456,NA,NA,NA
"14005","32826","Orlando","FL",28.584177,-81.18634,NA,NA,NA
"14006","32827","Orlando","FL",28.425221,-81.30353,NA,NA,NA
"14007","32828","Orlando","FL",28.542132,-81.18404,NA,NA,NA
"14008","32829","Orlando","FL",28.491653,-81.26436,NA,NA,NA
"14009","32830","Orlando","FL",28.385549,-81.505894,NA,NA,NA
"14010","32831","Orlando","FL",28.458149,-81.13666,NA,NA,NA
"14011","32832","Orlando","FL",28.395979,-81.17653,NA,NA,NA
"14012","32833","Orlando","FL",28.511879,-81.09078,NA,NA,NA
"14013","32834","Orlando","FL",28.566338,-81.260818,NA,NA,NA
"14014","32835","Orlando","FL",28.528789,-81.47863,NA,NA,NA
